72.0898	-6.81737	8.55587	6.75007	4.35822	3.04788	4.08722	3.73783	4.39746	4.62945	14.4679	0.690114	1.38201	1.5638	-1.90004	-0.828337	-0.740234	-0.828337	-1.90005	1.5638	1.38202	0.690122	14.4679	4.62945	4.39746	3.73784	4.08722	3.04788	4.35822	6.75007	8.55588	-6.81736	
20.4554	-2.20809	-2.81949	-0.969345	-0.976175	-0.970473	-0.884945	-0.946868	0.419819	-2.07003	-7.80906	3.74006	1.30651	-0.58021	0.787153	-0.755261	-0.317337	0.296771	-0.375134	-2.55546	-3.96787	-18.5493	17.2723	5.67462	0.660091	-0.0371154	0.804679	1.71958	0.661031	1.28	1.35369	-4.96647	
-3.51075	-0.849818	-0.689453	0.44777	-1.06394	-0.133738	-0.34132	-0.29428	-0.798726	1.29634	-3.26976	-0.0161518	2.96321	0.558714	0.54283	1.57124	1.46934	0.431893	0.649789	-1.03654	-2.76939	-5.59459	4.0357	-0.719117	-0.0861929	-0.517864	-0.104839	-0.406368	-0.673437	-0.357323	-6.20628	1.36148	
1.40915	1.57457	0.709991	0.843455	0.265146	0.277543	0.244102	0.0872918	-0.054388	-1.1961	-1.57328	2.17487	-1.71518	-0.225086	0.0443792	0.0242519	-0.520756	-0.912577	-0.241404	-1.22666	-1.90772	-3.82315	0.524981	0.921832	0.47679	0.217703	0.228048	0.245649	0.155753	-0.875682	0.0276927	-0.215656	
-0.211848	1.20034	-1.23599	-0.00763323	0.156432	-0.0493505	-0.160561	0.0584668	-0.375703	0.348146	-1.94545	0.70277	0.0881537	0.210863	-0.581294	0.140115	0.0224221	-0.63872	0.104976	-1.93118	-1.3427	-1.14988	2.27803	0.0663703	1.16743	-0.276073	0.0551059	0.183877	0.485987	-0.688383	0.674402	0.193488	
0.446494	0.0460201	-0.0302974	-0.525845	0.00604366	-0.470356	-0.617707	1.10635	-0.690521	-0.56377	-1.64459	0.732074	-0.56597	0.491901	-1.43801	-0.0811237	-0.321768	-0.138251	-0.634878	-0.658056	-1.15662	-1.47366	2.0053	0.247615	0.0845664	0.327061	-0.246267	0.0621677	0.352583	0.30696	-0.0800139	-0.394017	
0.254729	-0.0118495	-0.0488672	-0.704524	0.0968807	-0.494752	-0.387431	-0.489774	0.375133	-0.444502	-1.12362	0.29733	-0.620756	0.109702	0.403518	-0.818568	-0.356944	-0.0515061	-0.549841	-0.289064	-1.18986	-1.04809	1.07691	0.553687	0.749022	0.101991	-0.175912	-0.110119	0.457295	-0.361913	0.0385537	0.357005	
0.791942	-0.466267	-0.737102	-0.0118909	-0.179196	-0.0638338	-0.166476	-0.345702	0.247072	-0.0367702	-1.36251	0.309653	0.00305751	-0.302037	-0.0725417	-0.424662	-0.190475	-0.0695025	-0.558159	-1.04291	-0.176703	-1.45625	1.40145	0.891689	-0.0115229	0.393501	-0.0997755	-0.0403519	0.135601	0.425496	-0.322251	0.698234	
0.398432	-0.243641	-0.463143	-0.271329	-0.48372	-0.252306	-0.0848488	-0.121172	-0.223633	-0.776305	-0.132149	0.346661	-0.688274	0.122477	0.0584009	-0.0328762	0.0488281	0.145056	-0.058561	-0.445665	-0.244795	-1.09747	0.134223	0.555957	-0.610352	0.0256303	-0.268022	-0.230363	-0.12618	-0.157813	-0.506213	-0.941837	
1.27503	0.361209	0.26457	0.357725	0.144967	0.423717	0.246192	-0.129372	-0.056681	-0.0144325	-0.853553	0.246561	0.311177	-0.419831	-0.0651494	-0.218043	-0.125887	-0.24594	-0.121706	-0.736546	-0.974624	-1.52414	0.814633	-0.957785	0.431369	0.212132	0.0138137	0.126736	0.0724804	-0.0152047	-0.375282	0.281535	
-1.37437	-0.00857181	-0.612238	0.0606778	-0.151613	-0.112096	-0.196255	-0.277448	-0.346096	-0.823014	-2.08078	1.41941	0.370906	-0.15496	-0.0566082	-0.104839	-0.0283371	-0.0144302	-0.0605912	-0.37763	0.0965985	0.0825447	-1.34659	-0.31785	0.020948	-0.142337	-0.0987889	-0.125997	-0.17776	0.0100479	-0.110237	1.17061	
-1.30782	0.234307	0.393937	0.169505	0.140441	0.121462	-0.0283413	-0.0816055	-0.469948	-0.206142	-0.598039	4.1798	-0.843058	-0.391289	-0.390568	-0.343812	-0.304521	-0.468501	-0.640312	-1.2965	-1.64571	-2.92276	3.35786	1.0397	0.779803	0.49293	0.325198	0.225583	0.153834	0.0156037	0.0136614	0.201301	
-0.885809	-0.10996	0.377496	-0.118017	0.249738	0.0786135	-0.0283465	0.181797	-0.00923321	0.647001	0.942138	-2.09041	-1.18182	-0.200966	-0.35958	-0.418665	-0.397422	-0.328605	-0.569177	-1.09973	-0.515285	-2.18277	1.72577	0.980795	0.502656	0.335915	0.28897	0.268214	0.293868	0.0732421	0.667894	0.0265738	
0.0860676	-0.925164	0.260683	-0.183845	-0.173201	-0.0787056	0.0544645	0.152466	0.119152	0.65312	0.127173	-0.417476	-0.339565	-0.0788703	-0.0877905	-0.189567	0.0240881	0.0199267	-0.225352	0.295476	-1.2679	-0.624964	0.866366	0.212062	0.0196523	0.18052	-0.131326	-0.0426954	-0.0547668	-0.203666	-0.413886	-0.0470343	
0.31398	0.327557	0.148134	-0.266268	0.0119225	0.187291	0.170699	0.0557646	0.0182357	0.695721	0.520929	0.0340649	-1.12613	-0.33675	-0.40874	-0.385976	-0.197342	-0.157493	-0.243873	-0.492551	-1.05811	-1.17335	0.387779	0.0571754	-0.0026379	0.252242	-0.0200661	0.0595717	0.177945	-0.0430133	0.250994	-0.372301	
0.203051	-0.202886	0.197041	-0.141667	-0.118781	0.0865215	0.305972	-0.133108	0.456583	0.338126	-0.042805	-0.352716	-0.718612	-0.646628	-0.00723125	-0.382366	-0.196469	-0.208126	-0.011278	-0.803775	-0.792814	-0.528813	-0.0121487	0.665814	-0.224343	0.0498753	-0.0519025	0.0500817	0.209611	-0.0929451	-0.187309	0.0200086	
0.222656	-0.0127299	0.0825609	0.502552	-0.416792	0.107641	0.0825132	0.0494834	0.12793	0.365158	0.100735	-0.606554	-0.514848	-0.398185	-0.297059	-0.249552	-0.287109	-0.249553	-0.297059	-0.398184	-0.514847	-0.606553	0.100736	0.365158	0.12793	0.049483	0.0825135	0.10764	-0.416792	0.502553	0.0825606	-0.0127317	
0.203052	0.0200086	-0.187309	-0.0929451	0.209611	0.0500813	-0.0519026	0.0498756	-0.224343	0.665814	-0.0121496	-0.528815	-0.792815	-0.803774	-0.0112777	-0.208126	-0.196469	-0.382366	-0.00723093	-0.646628	-0.718611	-0.352714	-0.0428038	0.338127	0.456582	-0.133108	0.305972	0.0865211	-0.118781	-0.141667	0.197041	-0.202887	
0.31398	-0.3723	0.250995	-0.0430135	0.177945	0.0595717	-0.0200663	0.252242	-0.00263774	0.0571746	0.387778	-1.17335	-1.05811	-0.49255	-0.243873	-0.157493	-0.197342	-0.385977	-0.40874	-0.336749	-1.12613	0.0340661	0.520931	0.695721	0.0182352	0.0557649	0.170699	0.187291	0.0119221	-0.266268	0.148134	0.327557	
0.0860675	-0.0470343	-0.413886	-0.203666	-0.0547664	-0.042695	-0.131325	0.180521	0.0196532	0.212063	0.866366	-0.624965	-1.2679	0.295476	-0.225353	0.019927	0.0240882	-0.189567	-0.0877905	-0.07887	-0.339564	-0.417475	0.127174	0.65312	0.119152	0.152466	0.0544639	-0.0787062	-0.173202	-0.183845	0.260682	-0.925164	
-0.885808	0.0265765	0.667895	0.0732423	0.293869	0.268214	0.28897	0.335915	0.502656	0.980795	1.72576	-2.18277	-0.515285	-1.09973	-0.569177	-0.328605	-0.397422	-0.418665	-0.35958	-0.200966	-1.18182	-2.09041	0.94214	0.646999	-0.00923366	0.181797	-0.0283464	0.0786135	0.249738	-0.118016	0.377495	-0.109961	
-1.30781	0.201302	0.0136614	0.0156034	0.153833	0.225582	0.325198	0.492929	0.779802	1.0397	3.35785	-2.92276	-1.64571	-1.2965	-0.640312	-0.468501	-0.30452	-0.343812	-0.390568	-0.391289	-0.843055	4.1798	-0.598043	-0.206144	-0.469949	-0.0816063	-0.0283417	0.121462	0.140441	0.169505	0.393935	0.234305	
-1.37436	1.17062	-0.110238	0.0100483	-0.177759	-0.125997	-0.098789	-0.142337	0.020948	-0.317851	-1.34659	0.0825472	0.0965993	-0.377629	-0.0605903	-0.0144295	-0.0283365	-0.104839	-0.0566077	-0.15496	0.370908	1.4194	-2.08078	-0.823014	-0.346095	-0.277447	-0.196255	-0.112096	-0.151612	0.0606784	-0.612238	-0.00857207	
1.27504	0.281533	-0.375284	-0.0152049	0.0724804	0.126735	0.0138129	0.212132	0.431368	-0.957785	0.814632	-1.52414	-0.974625	-0.736546	-0.121706	-0.24594	-0.125887	-0.218043	-0.0651488	-0.419831	0.311177	0.246557	-0.85355	-0.0144323	-0.0566803	-0.129372	0.246192	0.423717	0.144967	0.357726	0.26457	0.361208	
0.398442	-0.941839	-0.506212	-0.157813	-0.126179	-0.230362	-0.268021	0.0256303	-0.610351	0.555959	0.134225	-1.09747	-0.244795	-0.445664	-0.058561	0.145057	0.0488285	-0.0328759	0.0584008	0.122477	-0.688273	0.346659	-0.132148	-0.776306	-0.223632	-0.121172	-0.0848495	-0.252306	-0.48372	-0.271328	-0.463144	-0.243642	
0.79195	0.698234	-0.322251	0.425496	0.135601	-0.0403519	-0.0997749	0.393501	-0.0115217	0.89169	1.40145	-1.45625	-0.176705	-1.04291	-0.558159	-0.0695024	-0.190475	-0.424662	-0.0725418	-0.302037	0.00305776	0.30965	-1.36251	-0.0367691	0.247072	-0.345701	-0.166476	-0.0638339	-0.179196	-0.0118905	-0.737102	-0.466266	
0.25474	0.357004	0.0385536	-0.361913	0.457295	-0.110119	-0.175912	0.101991	0.749023	0.553686	1.07691	-1.04809	-1.18986	-0.289064	-0.54984	-0.0515063	-0.356945	-0.818568	0.403517	0.109702	-0.620757	0.297328	-1.12361	-0.444501	0.375134	-0.489774	-0.387432	-0.494752	0.0968814	-0.704523	-0.0488666	-0.0118503	
0.446509	-0.394017	-0.0800125	0.306961	0.352583	0.0621682	-0.246267	0.32706	0.0845669	0.247616	2.0053	-1.47366	-1.15662	-0.658056	-0.634877	-0.138252	-0.321767	-0.081123	-1.438	0.491901	-0.565969	0.732071	-1.64459	-0.563769	-0.69052	1.10635	-0.617707	-0.470354	0.00604417	-0.525844	-0.0302968	0.0460196	
-0.211835	0.193488	0.674401	-0.688383	0.485988	0.183878	0.0551066	-0.276073	1.16743	0.0663715	2.27802	-1.14988	-1.3427	-1.93118	0.104977	-0.63872	0.0224232	0.140116	-0.581293	0.210862	0.0881538	0.702766	-1.94545	0.348148	-0.375702	0.0584672	-0.160559	-0.0493495	0.156433	-0.00763099	-1.23599	1.20034	
1.40918	-0.215659	0.0276884	-0.875682	0.155753	0.245649	0.228048	0.217703	0.476789	0.921833	0.524983	-3.82315	-1.90773	-1.22666	-0.241403	-0.912577	-0.520754	0.0242534	0.0443802	-0.225087	-1.71517	2.17486	-1.57328	-1.1961	-0.0543856	0.0872928	0.244104	0.277544	0.265147	0.843457	0.709992	1.57456	
-3.51071	1.36147	-6.20628	-0.357317	-0.673434	-0.406365	-0.104837	-0.517863	-0.0861909	-0.719115	4.03571	-5.5946	-2.76939	-1.03653	0.649791	0.431897	1.46934	1.57124	0.54283	0.558714	2.96321	-0.0161607	-3.26975	1.29634	-0.798726	-0.29428	-0.34132	-0.133738	-1.06394	0.447772	-0.689455	-0.849826	
20.4555	-4.96648	1.35369	1.28001	0.661033	1.71958	0.80468	-0.0371143	0.660095	5.67462	17.2723	-18.5493	-3.96786	-2.55545	-0.375135	0.296771	-0.317339	-0.755261	0.787151	-0.58021	1.3065	3.74005	-7.80904	-2.07002	0.419824	-0.946865	-0.884942	-0.970469	-0.97617	-0.969338	-2.81948	-2.20808	
